,ZIPCODE,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
2842,92220,CA,Banning,"Riverside-San Bernardino-Ontario, CA",Riverside County,261985.0,263258.0,264409.0,265053.0,264803.0,264886.0,265487.0,266078.0,265801.0,265248.0,263908.0,264613.0
2855,94102,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,886721.0,891056.0,890334.0,887332.0,889976.0,893263.0,886573.0,878315.0,873208.0,882251.0,889024.0,901573.0
2856,94603,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,472956.0,472607.0,474344.0,475841.0,477256.0,479282.0,481636.0,482502.0,483843.0,484088.0,484912.0,486752.0
2860,92203,CA,Indio,"Riverside-San Bernardino-Ontario, CA",Riverside County,360024.0,361703.0,363995.0,365231.0,365619.0,366230.0,367944.0,369411.0,369754.0,370543.0,370331.0,372111.0
2865,94545,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,699372.0,696282.0,697567.0,699452.0,698667.0,696239.0,692420.0,688888.0,685266.0,683991.0,682690.0,685831.0
2868,95348,CA,Merced,"Merced, CA",Merced County,276715.0,275714.0,274833.0,276037.0,276931.0,277355.0,276376.0,275740.0,274780.0,274608.0,274383.0,274727.0
2886,92231,CA,Calexico,"El Centro, CA",Imperial County,219538.0,218867.0,219021.0,221001.0,222863.0,224557.0,225667.0,226094.0,224178.0,222799.0,222522.0,224996.0
2897,90222,CA,Compton,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,393356.0,392767.0,392137.0,392695.0,393682.0,395127.0,394865.0,395680.0,398252.0,402256.0,406094.0,408500.0
2900,95118,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1210031.0,1189057.0,1170832.0,1160738.0,1152615.0,1140714.0,1130004.0,1120719.0,1122866.0,1118836.0,1118625.0,1118851.0
2910,93001,CA,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,688969.0,690086.0,691434.0,694584.0,697251.0,695969.0,688535.0,686864.0,688499.0,696386.0,697138.0,700126.0
2918,92058,CA,Oceanside,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,468973.0,467775.0,468995.0,473103.0,475503.0,476752.0,477571.0,477301.0,476526.0,475914.0,477579.0,480085.0
2933,91773,CA,San Dimas,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,623925.0,621535.0,619809.0,618494.0,618737.0,620413.0,620377.0,621488.0,622590.0,625440.0,626717.0,629042.0
2944,91423,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1122634.0,1120353.0,1117632.0,1119385.0,1120789.0,1123137.0,1115029.0,1112911.0,1113386.0,1121865.0,1124602.0,1129547.0
2953,91791,CA,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,635357.0,633573.0,632444.0,631309.0,631351.0,630710.0,627030.0,625508.0,625986.0,629734.0,631933.0,634197.0
2955,92124,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,623217.0,620594.0,621397.0,625333.0,628144.0,631132.0,635009.0,638966.0,640638.0,642075.0,644198.0,647154.0
2957,93654,CA,Reedley,"Fresno, CA",Fresno County,234030.0,234821.0,236397.0,237152.0,237400.0,237473.0,238648.0,240066.0,240775.0,241546.0,241520.0,241799.0
2964,95482,CA,Ukiah,"Ukiah, CA",Mendocino County,409926.0,411709.0,408293.0,404013.0,399321.0,398502.0,397881.0,396979.0,395871.0,394936.0,391113.0,388038.0
2965,90008,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,856295.0,855706.0,858906.0,864469.0,871694.0,879075.0,882171.0,887278.0,895091.0,905510.0,916247.0,924926.0
2966,91941,CA,La Mesa,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,604893.0,602278.0,601914.0,603975.0,605664.0,608192.0,612020.0,615716.0,617516.0,618201.0,619456.0,620939.0
2968,90601,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,567451.0,565937.0,564126.0,563451.0,563668.0,564276.0,561707.0,561865.0,563482.0,568370.0,571008.0,574108.0
2983,94132,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1325294.0,1325107.0,1321181.0,1318418.0,1322487.0,1327968.0,1320598.0,1312093.0,1298256.0,1302981.0,1303498.0,1315694.0
2988,93422,CA,Atascadero,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,530331.0,528864.0,529728.0,532875.0,539641.0,540301.0,536573.0,535303.0,537255.0,540689.0,540728.0,540032.0
2989,95341,CA,Merced,"Merced, CA",Merced County,216321.0,217411.0,218917.0,220939.0,222441.0,223346.0,223104.0,223133.0,222768.0,223273.0,223266.0,223903.0
3002,93561,CA,Tehachapi,"Bakersfield, CA",Kern County,273527.0,275865.0,277296.0,277379.0,277671.0,278318.0,277738.0,277924.0,277753.0,278615.0,279493.0,280212.0
3006,93725,CA,Fresno,"Fresno, CA",Fresno County,206053.0,207257.0,209504.0,210430.0,210344.0,210342.0,212641.0,215328.0,216650.0,216871.0,216524.0,216256.0
3011,94941,CA,Mill Valley,"San Francisco-Oakland-Berkeley, CA",Marin County,1597467.0,1594834.0,1592743.0,1587248.0,1588347.0,1595231.0,1594123.0,1588300.0,1581236.0,1585733.0,1592403.0,1593987.0
3025,90005,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,840210.0,837935.0,834247.0,834100.0,836607.0,840914.0,833390.0,830382.0,831214.0,841415.0,848352.0,853324.0
3034,95242,CA,Lodi,"Stockton, CA",San Joaquin County,402466.0,400368.0,401503.0,401354.0,402242.0,402502.0,402712.0,403154.0,402688.0,402046.0,401798.0,403288.0
3043,95377,CA,Tracy,"Stockton, CA",San Joaquin County,544388.0,543264.0,546478.0,546409.0,547463.0,546673.0,544852.0,542946.0,540284.0,539459.0,539207.0,541660.0
3047,91324,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,638221.0,635526.0,633212.0,632223.0,633157.0,635413.0,633133.0,633214.0,633517.0,638726.0,641676.0,646855.0
3053,90807,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,652089.0,649338.0,645706.0,644645.0,644597.0,646090.0,642040.0,641138.0,642932.0,648735.0,652829.0,655826.0
3083,94610,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,1238934.0,1237588.0,1240439.0,1244705.0,1249101.0,1257534.0,1283220.0,1298873.0,1311810.0,1296228.0,1286852.0,1288042.0
3102,95131,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1100010.0,1081779.0,1070424.0,1064740.0,1057544.0,1042485.0,1029617.0,1020297.0,1023153.0,1021005.0,1021237.0,1020569.0
3103,90230,CA,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,992120.0,988394.0,984699.0,984164.0,984650.0,987837.0,981589.0,981628.0,983150.0,993075.0,996048.0,1000625.0
3115,94801,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,608062.0,609312.0,609712.0,609036.0,610004.0,611441.0,607736.0,600767.0,591674.0,586321.0,582836.0,582874.0
3117,93101,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,934538.0,930836.0,921527.0,916032.0,912724.0,913073.0,907908.0,905776.0,901638.0,907750.0,909933.0,917107.0
3121,95662,CA,Orangevale,"Sacramento-Roseville-Folsom, CA",Sacramento County,388874.0,388983.0,388653.0,390339.0,392279.0,393854.0,393924.0,394318.0,395824.0,398062.0,401707.0,404795.0
3132,91303,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,542667.0,539880.0,537407.0,537395.0,538718.0,541189.0,541022.0,541531.0,542702.0,546747.0,550353.0,554344.0
3148,91214,CA,La Crescenta-Montrose,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,876866.0,872644.0,867626.0,865181.0,866524.0,870506.0,867059.0,864383.0,864953.0,872247.0,877556.0,882879.0
3157,95070,CA,Saratoga,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2840641.0,2798974.0,2772818.0,2764352.0,2755630.0,2737979.0,2716660.0,2701521.0,2712329.0,2714642.0,2719570.0,2718959.0
3171,93955,CA,Seaside,"Salinas, CA",Monterey County,563453.0,566813.0,568537.0,569089.0,567215.0,567543.0,564711.0,564173.0,562382.0,563472.0,563401.0,563519.0
3180,92679,CA,Coto de Caza,"Los Angeles-Long Beach-Anaheim, CA",Orange County,950619.0,947454.0,945760.0,943880.0,942775.0,939857.0,938259.0,938531.0,943552.0,947126.0,947310.0,944743.0
3196,91604,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1371454.0,1369337.0,1365495.0,1361873.0,1358324.0,1360699.0,1347599.0,1343638.0,1339479.0,1351683.0,1355754.0,1361746.0
3197,95661,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,489222.0,490802.0,490559.0,490591.0,492055.0,492257.0,490965.0,490302.0,491821.0,493016.0,495078.0,498388.0
3206,91731,CA,El Monte,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,527927.0,521441.0,516393.0,515088.0,515450.0,514473.0,508290.0,504673.0,503409.0,506214.0,507304.0,509626.0
3233,94608,CA,Emeryville,"San Francisco-Oakland-Berkeley, CA",Alameda County,706233.0,702329.0,701147.0,700204.0,701485.0,703276.0,708902.0,710618.0,715104.0,714935.0,716515.0,720781.0
3257,90712,CA,Lakewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,584103.0,581284.0,578308.0,577347.0,577503.0,578877.0,577589.0,577872.0,579554.0,583656.0,586990.0,590569.0
3263,92604,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,813028.0,809661.0,807424.0,805864.0,806438.0,804732.0,805379.0,807146.0,812232.0,815028.0,813967.0,811911.0
3264,91505,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,818054.0,815534.0,812187.0,809252.0,809916.0,812173.0,812515.0,815049.0,818100.0,824006.0,825532.0,829284.0
3265,93940,CA,Monterey,"Salinas, CA",Monterey County,834394.0,837527.0,836688.0,833153.0,826704.0,824188.0,818505.0,817231.0,813093.0,815409.0,815334.0,816471.0
3266,92123,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,593878.0,590999.0,591286.0,595655.0,599186.0,600981.0,602959.0,604480.0,605234.0,606662.0,609176.0,613172.0
3272,91607,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,922620.0,918476.0,915266.0,915119.0,915491.0,917534.0,914551.0,916250.0,918210.0,924598.0,926509.0,931277.0
3278,92405,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,266930.0,268016.0,269785.0,271124.0,272944.0,273867.0,274452.0,275822.0,277041.0,278795.0,279903.0,281112.0
3279,94589,CA,Vallejo,"Vallejo, CA",Solano County,399288.0,398238.0,398984.0,401208.0,402839.0,403360.0,404778.0,405871.0,406945.0,407670.0,406669.0,404525.0
3293,92316,CA,Bloomington,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,341955.0,342794.0,344212.0,345103.0,346482.0,346761.0,346043.0,346036.0,347147.0,349874.0,352407.0,354694.0
3294,93662,CA,Selma,"Fresno, CA",Fresno County,227517.0,228800.0,230841.0,232100.0,232474.0,232984.0,234462.0,236579.0,237298.0,237959.0,237671.0,237635.0
3299,90028,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,865229.0,861727.0,856618.0,854131.0,852647.0,852787.0,847192.0,845928.0,847616.0,855738.0,859466.0,862360.0
3301,93405,CA,San Luis Obispo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,731859.0,731766.0,736393.0,739308.0,743372.0,741471.0,734373.0,733805.0,735289.0,740057.0,739555.0,739474.0
3310,93105,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1204693.0,1204283.0,1199628.0,1195878.0,1190304.0,1187661.0,1182655.0,1186237.0,1187212.0,1195429.0,1199729.0,1208380.0
3317,90803,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,968042.0,967214.0,968847.0,970719.0,973227.0,978140.0,975679.0,977863.0,977777.0,982862.0,981291.0,981250.0
3318,94602,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,943152.0,940971.0,944061.0,947193.0,949022.0,951171.0,959517.0,965894.0,975513.0,970048.0,966670.0,966093.0
3319,94598,CA,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1047154.0,1044836.0,1039460.0,1037765.0,1034101.0,1030926.0,1011405.0,996899.0,979900.0,986903.0,996462.0,1011628.0
3336,94103,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1003548.0,1011317.0,1013166.0,1010514.0,1012121.0,1014262.0,1010403.0,1005309.0,1002645.0,1010886.0,1016311.0,1027811.0
3339,92394,CA,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,255416.0,256310.0,257700.0,258876.0,260542.0,261186.0,261281.0,261299.0,261718.0,262900.0,264125.0,265445.0
3350,94549,CA,Lafayette,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1299510.0,1292285.0,1284296.0,1282915.0,1283004.0,1286567.0,1286138.0,1287472.0,1284871.0,1288943.0,1298875.0,1309479.0
3352,91356,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,980383.0,976108.0,972765.0,971701.0,971283.0,972212.0,965059.0,962913.0,962087.0,968247.0,969588.0,973630.0
3358,96080,CA,Red Bluff,"Red Bluff, CA",Tehama County,242097.0,242774.0,244041.0,246488.0,248760.0,250418.0,251229.0,252289.0,254223.0,256609.0,259029.0,261178.0
3372,91792,CA,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,545618.0,543223.0,540708.0,540135.0,541891.0,543850.0,542065.0,540830.0,541060.0,543551.0,544673.0,546486.0
3375,92116,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,602604.0,600889.0,602169.0,605146.0,606623.0,607239.0,610998.0,616716.0,621526.0,622845.0,623392.0,623684.0
3381,92081,CA,Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,553521.0,551100.0,550817.0,553361.0,554732.0,556381.0,558410.0,560019.0,560313.0,560815.0,563016.0,565589.0
3391,92673,CA,San Clemente,"Los Angeles-Long Beach-Anaheim, CA",Orange County,986394.0,983640.0,983718.0,983695.0,985611.0,986000.0,989442.0,993210.0,1000250.0,1003392.0,1001571.0,998157.0
3392,94526,CA,Danville,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1266029.0,1259263.0,1250602.0,1244071.0,1239961.0,1237412.0,1231353.0,1224083.0,1212783.0,1210790.0,1214691.0,1222310.0
3405,94580,CA,San Lorenzo,"San Francisco-Oakland-Berkeley, CA",Alameda County,655809.0,650579.0,649615.0,649961.0,649626.0,649679.0,648615.0,647258.0,646654.0,648040.0,650036.0,656035.0
3408,93420,CA,Nipomo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,708347.0,708588.0,709445.0,710073.0,714080.0,712523.0,704990.0,700917.0,701653.0,705762.0,705504.0,704418.0
3410,92262,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,431233.0,433798.0,436330.0,437638.0,437964.0,438657.0,444260.0,449753.0,454186.0,453070.0,450331.0,449862.0
3420,92120,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,622241.0,619224.0,618753.0,622508.0,624702.0,627078.0,629781.0,632842.0,634412.0,636147.0,638691.0,641747.0
3428,91316,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,710274.0,706163.0,702004.0,700024.0,699326.0,699751.0,694527.0,693387.0,693397.0,699563.0,701176.0,704751.0
3443,95824,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,242459.0,243016.0,243552.0,245497.0,247681.0,248760.0,249192.0,248944.0,249868.0,250825.0,253454.0,256109.0
3451,95133,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,931080.0,916197.0,905654.0,902953.0,899576.0,893473.0,884491.0,878579.0,880199.0,879886.0,881399.0,881316.0
3486,94070,CA,San Carlos,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1969601.0,1955625.0,1949345.0,1944871.0,1943357.0,1934557.0,1934787.0,1924997.0,1929352.0,1921054.0,1920917.0,1916770.0
3492,90061,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,417446.0,416834.0,417486.0,418915.0,422357.0,425248.0,426598.0,428583.0,431690.0,436208.0,439474.0,442071.0
3520,91746,CA,La Puente,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,492171.0,490204.0,488372.0,488760.0,489018.0,489244.0,486466.0,484643.0,484815.0,488050.0,491242.0,494652.0
3533,95966,CA,Oroville,"Chico, CA",Butte County,224858.0,231949.0,236770.0,239812.0,241899.0,244694.0,248592.0,252015.0,254270.0,254666.0,255600.0,255614.0
3543,94062,CA,Emerald Lake Hills,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2270392.0,2249849.0,2236355.0,2223896.0,2215835.0,2208425.0,2214480.0,2215426.0,2221719.0,2211538.0,2207921.0,2205197.0
3569,91351,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,499034.0,496842.0,495437.0,495516.0,496497.0,497894.0,497059.0,497942.0,500521.0,505318.0,508769.0,512254.0
3570,92227,CA,Brawley,"El Centro, CA",Imperial County,210539.0,210017.0,210487.0,212318.0,214339.0,217327.0,219267.0,220085.0,219082.0,218760.0,219107.0,220695.0
3593,94131,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1631365.0,1630551.0,1624532.0,1620077.0,1624473.0,1631292.0,1635181.0,1638470.0,1641918.0,1656384.0,1661597.0,1676245.0
3600,91803,CA,Alhambra,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,680138.0,677697.0,675675.0,674698.0,673231.0,674294.0,669290.0,668031.0,667922.0,673756.0,676401.0,678522.0
3615,95834,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,378606.0,379416.0,379968.0,382256.0,384870.0,387092.0,387094.0,386106.0,386716.0,387930.0,391833.0,395120.0
3624,90039,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1011909.0,1009075.0,1008570.0,1011255.0,1016497.0,1021785.0,1012784.0,1007261.0,1003190.0,1012737.0,1018728.0,1024444.0
3634,92883,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,501459.0,502355.0,503885.0,503924.0,503233.0,502406.0,501949.0,501373.0,500007.0,501966.0,502696.0,506873.0
3644,95472,CA,Sebastopol,"Santa Rosa-Petaluma, CA",Sonoma County,841626.0,831101.0,824908.0,821730.0,825912.0,832403.0,837362.0,840825.0,840891.0,841994.0,835559.0,833181.0
3655,92107,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,964026.0,961440.0,961698.0,964019.0,966001.0,970406.0,977433.0,985225.0,987456.0,983111.0,976924.0,973510.0
3657,92653,CA,Laguna Hills,"Los Angeles-Long Beach-Anaheim, CA",Orange County,769760.0,767171.0,767526.0,768193.0,769222.0,766995.0,766237.0,766547.0,770891.0,772865.0,771750.0,769209.0
3658,94704,CA,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1143330.0,1142032.0,1142792.0,1141869.0,1138626.0,1141771.0,1154347.0,1169150.0,1182860.0,1188026.0,1188205.0,1194014.0
3661,93401,CA,San Luis Obispo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,729514.0,729132.0,731746.0,733417.0,738863.0,737247.0,730158.0,729229.0,731819.0,737791.0,737088.0,736107.0
3673,93035,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,634477.0,633311.0,632858.0,633972.0,634793.0,633516.0,632176.0,633751.0,636947.0,640530.0,640438.0,642492.0
3674,92612,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,748756.0,745500.0,743725.0,742619.0,742272.0,739415.0,738126.0,739037.0,742977.0,744169.0,739964.0,735393.0
3680,90302,CA,Inglewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,548222.0,547826.0,548103.0,546190.0,545548.0,546363.0,547622.0,548719.0,551219.0,555266.0,560153.0,565045.0
3681,95603,CA,Auburn,"Sacramento-Roseville-Folsom, CA",Placer County,456010.0,459223.0,462024.0,464162.0,466924.0,467120.0,465079.0,463960.0,464450.0,466403.0,467517.0,470054.0
3686,92110,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,626034.0,624461.0,624950.0,629790.0,631293.0,634736.0,638157.0,642099.0,645146.0,647682.0,652453.0,656885.0
3706,96150,CA,South Lake Tahoe,"Sacramento-Roseville-Folsom, CA",El Dorado County,457208.0,459206.0,459606.0,455831.0,453368.0,451150.0,451976.0,452886.0,453086.0,454174.0,453941.0,454220.0
3746,94585,CA,Suisun City,"Vallejo, CA",Solano County,404922.0,403968.0,404530.0,407615.0,409646.0,410574.0,411964.0,413269.0,415000.0,416153.0,415573.0,413714.0
3768,90041,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,924618.0,920547.0,918849.0,916761.0,919266.0,920535.0,909980.0,901424.0,897926.0,905538.0,910437.0,913038.0
3771,94043,CA,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1533929.0,1508560.0,1486371.0,1473459.0,1460081.0,1443068.0,1424817.0,1410279.0,1410492.0,1408946.0,1411566.0,1414325.0
3803,90710,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,586679.0,585160.0,583316.0,582851.0,582708.0,583767.0,584856.0,588545.0,593716.0,598304.0,600967.0,604246.0
3808,90713,CA,Lakewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,603894.0,601151.0,598481.0,597685.0,598211.0,600368.0,600215.0,601288.0,603311.0,607019.0,609429.0,611986.0
3815,93901,CA,Salinas,"Salinas, CA",Monterey County,535929.0,539516.0,542613.0,544619.0,544109.0,543390.0,542630.0,542456.0,542221.0,542951.0,544570.0,546188.0
3820,95204,CA,Stockton,"Stockton, CA",San Joaquin County,261143.0,260385.0,261804.0,261933.0,262809.0,263137.0,263946.0,265343.0,265875.0,265966.0,265695.0,266562.0
3830,94518,CA,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,576837.0,575804.0,572908.0,570719.0,569097.0,567834.0,571259.0,573421.0,576524.0,577197.0,580530.0,584973.0
3837,92173,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,400549.0,401119.0,403112.0,406808.0,408817.0,411764.0,414452.0,417275.0,417806.0,418599.0,420034.0,422558.0
