,ZIPCODE,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
4720,92614,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,752405.0,748557.0,746392.0,744885.0,744103.0,741120.0,740655.0,743155.0,748553.0,750821.0,747878.0,744833.0
4724,92832,CA,Fullerton,"Los Angeles-Long Beach-Anaheim, CA",Orange County,570925.0,570752.0,571950.0,573208.0,575153.0,575124.0,576497.0,578244.0,582236.0,583747.0,583349.0,581421.0
4725,90303,CA,Inglewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,568303.0,566668.0,565727.0,566415.0,568997.0,573414.0,573955.0,574454.0,576313.0,579549.0,581732.0,584923.0
4729,94123,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2371664.0,2373220.0,2369756.0,2359410.0,2364014.0,2367447.0,2355846.0,2349641.0,2341785.0,2359388.0,2364400.0,2391166.0
4800,90015,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,683188.0,682201.0,680843.0,679501.0,679177.0,679053.0,674851.0,671656.0,670412.0,671725.0,671397.0,669618.0
4806,94619,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,783265.0,781198.0,782741.0,784952.0,786046.0,785074.0,789492.0,792750.0,798656.0,796440.0,793852.0,793518.0
4815,93933,CA,Marina,"Salinas, CA",Monterey County,613634.0,617557.0,618975.0,618372.0,616952.0,618822.0,620225.0,622946.0,623035.0,624841.0,625798.0,627812.0
4839,95746,CA,Granite Bay,"Sacramento-Roseville-Folsom, CA",Placer County,800678.0,802331.0,801133.0,802635.0,807146.0,810122.0,808176.0,807776.0,811311.0,815359.0,818977.0,823328.0
4842,90740,CA,Seal Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,903319.0,891916.0,882064.0,875923.0,875897.0,873923.0,871030.0,872576.0,878593.0,885741.0,886479.0,887392.0
4888,93212,CA,Corcoran,"Hanford-Corcoran, CA",Kings County,155746.0,157169.0,157446.0,157747.0,159287.0,160300.0,159818.0,158721.0,158676.0,160749.0,161748.0,163900.0
4903,96007,CA,Anderson,"Redding, CA",Shasta County,235226.0,237310.0,238064.0,238224.0,239175.0,242032.0,243398.0,243848.0,244224.0,245203.0,246216.0,246892.0
4911,94506,CA,Danville,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2071106.0,2065979.0,2064524.0,2060368.0,2059201.0,2055040.0,2053097.0,2045813.0,2037799.0,2033886.0,2040437.0,2052215.0
4917,95531,CA,Crescent City,"Crescent City, CA",Del Norte County,262903.0,263477.0,264165.0,265050.0,265438.0,266075.0,266981.0,268640.0,270330.0,271235.0,271558.0,271582.0
4923,90292,CA,Marina del Rey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1167345.0,1163433.0,1159049.0,1155771.0,1153998.0,1153525.0,1142796.0,1135793.0,1132772.0,1140140.0,1145012.0,1150800.0
4924,95409,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,677582.0,670414.0,663774.0,659662.0,660246.0,664623.0,665759.0,665132.0,662311.0,660753.0,655676.0,651490.0
4926,91737,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,635266.0,635571.0,637725.0,639147.0,641340.0,641786.0,640890.0,641545.0,642494.0,645954.0,649043.0,651928.0
4964,91106,CA,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,725416.0,722060.0,718933.0,717556.0,718010.0,719146.0,711131.0,706094.0,703201.0,708867.0,711845.0,715057.0
4980,92371,CA,Phelan,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,282294.0,283754.0,284509.0,284539.0,285210.0,285955.0,286380.0,286753.0,286693.0,287333.0,288238.0,289744.0
4995,92211,CA,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,352065.0,353630.0,355795.0,356922.0,357285.0,358042.0,359536.0,360754.0,361056.0,362010.0,361790.0,363518.0
5055,94085,CA,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1359089.0,1333327.0,1313218.0,1305006.0,1298832.0,1286519.0,1270273.0,1252459.0,1253648.0,1255962.0,1264696.0,1265869.0
5058,90403,CA,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1435645.0,1424881.0,1410872.0,1404153.0,1407314.0,1412127.0,1389853.0,1376021.0,1370802.0,1392114.0,1400247.0,1408692.0
5060,94030,CA,Millbrae,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1756589.0,1744868.0,1739417.0,1744208.0,1751393.0,1750872.0,1748252.0,1739737.0,1744352.0,1738351.0,1736855.0,1730601.0
5064,92844,CA,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,575938.0,574719.0,574576.0,573763.0,575686.0,576707.0,579124.0,582108.0,587503.0,591353.0,592505.0,592450.0
5072,91390,CA,,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,652544.0,651037.0,650771.0,651039.0,652572.0,654415.0,652757.0,651781.0,652475.0,655427.0,656890.0,658476.0
5076,92011,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,951842.0,946799.0,945486.0,950437.0,952280.0,952574.0,953682.0,957632.0,959948.0,962653.0,967236.0,971712.0
5082,95945,CA,Grass Valley,"Truckee-Grass Valley, CA",Nevada County,376079.0,375497.0,377086.0,381892.0,383994.0,383105.0,379703.0,378157.0,376426.0,375937.0,376225.0,378655.0
5088,95864,CA,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,520565.0,520377.0,519341.0,521491.0,525424.0,528958.0,526607.0,523374.0,522976.0,525745.0,530802.0,534196.0
5100,91201,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,887337.0,884624.0,880928.0,879563.0,880129.0,881634.0,878032.0,878260.0,882079.0,889928.0,893372.0,897302.0
5106,90602,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,558157.0,555646.0,553578.0,552727.0,553620.0,555156.0,553138.0,552942.0,553618.0,558020.0,560284.0,563276.0
5108,92377,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,403900.0,404747.0,406329.0,407785.0,409946.0,411132.0,411572.0,412741.0,413854.0,415933.0,417678.0,419921.0
5134,95134,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1025499.0,1007476.0,993936.0,985580.0,972535.0,956055.0,941039.0,931043.0,933850.0,931396.0,933178.0,934001.0
5142,94503,CA,American Canyon,"Napa, CA",Napa County,598719.0,600440.0,600527.0,597713.0,596259.0,592693.0,591180.0,588585.0,590630.0,592423.0,595000.0,594908.0
5144,95330,CA,Lathrop,"Stockton, CA",San Joaquin County,430921.0,430330.0,433879.0,435250.0,437460.0,438258.0,437987.0,437329.0,435487.0,435444.0,436556.0,439201.0
5162,94089,CA,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1343032.0,1314430.0,1285554.0,1270420.0,1260172.0,1247744.0,1227927.0,1199554.0,1191418.0,1190716.0,1203006.0,1209444.0
5165,95215,CA,,"Stockton, CA",San Joaquin County,261356.0,261641.0,263228.0,263743.0,264680.0,265835.0,267350.0,269750.0,270522.0,270495.0,270489.0,272091.0
5187,93907,CA,Salinas,"Salinas, CA",Monterey County,595707.0,599353.0,601065.0,601017.0,598460.0,596229.0,592152.0,590289.0,589422.0,591828.0,593812.0,595843.0
5200,94803,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,575292.0,578569.0,576210.0,574716.0,575687.0,574574.0,573525.0,571050.0,573403.0,578455.0,583329.0,586230.0
5209,95677,CA,Rocklin,"Sacramento-Roseville-Folsom, CA",Placer County,463556.0,466337.0,467197.0,467553.0,468890.0,469036.0,467585.0,467129.0,468553.0,470366.0,472477.0,475208.0
5237,95949,CA,Grass Valley,"Truckee-Grass Valley, CA",Nevada County,424675.0,423390.0,424003.0,428386.0,429639.0,428733.0,425376.0,423562.0,422008.0,420676.0,421562.0,423628.0
5264,92606,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,858398.0,855039.0,854162.0,853853.0,854254.0,851487.0,849305.0,849584.0,853920.0,856533.0,855738.0,853420.0
5266,94024,CA,Los Altos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3276239.0,3215384.0,3178979.0,3168827.0,3158423.0,3127393.0,3102334.0,3084916.0,3113536.0,3123362.0,3136519.0,3135919.0
5287,94609,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,1049528.0,1045914.0,1044649.0,1042339.0,1036427.0,1033454.0,1044030.0,1053526.0,1068571.0,1064678.0,1060990.0,1064226.0
5295,95776,CA,Woodland,"Sacramento-Roseville-Folsom, CA",Yolo County,440277.0,438532.0,440327.0,443856.0,444621.0,442965.0,440871.0,440744.0,439506.0,435749.0,432294.0,431130.0
5305,90404,CA,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1106255.0,1105545.0,1100787.0,1098505.0,1096641.0,1098275.0,1084017.0,1076831.0,1074417.0,1087979.0,1096880.0,1106242.0
5310,93263,CA,Shafter,"Bakersfield, CA",Kern County,209110.0,211172.0,212391.0,212430.0,213415.0,215637.0,218403.0,220434.0,221431.0,221426.0,222172.0,222713.0
5316,95501,CA,Eureka,"Eureka-Arcata, CA",Humboldt County,284436.0,285654.0,286759.0,287669.0,288617.0,289550.0,288203.0,287785.0,287192.0,288275.0,289125.0,289551.0
5321,94579,CA,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,674847.0,671148.0,670923.0,671566.0,671087.0,672245.0,671291.0,670079.0,668825.0,668544.0,668040.0,671645.0
5363,92344,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,322277.0,322937.0,324049.0,324935.0,326210.0,326859.0,327096.0,327048.0,326858.0,327481.0,328608.0,329867.0
5379,95135,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1222076.0,1204795.0,1193143.0,1189993.0,1185999.0,1178318.0,1171681.0,1167322.0,1174128.0,1174722.0,1178768.0,1183524.0
5385,95138,CA,,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1233758.0,1213873.0,1201001.0,1198376.0,1196702.0,1190233.0,1182583.0,1175891.0,1182236.0,1185694.0,1191775.0,1194310.0
5395,90732,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,654795.0,652396.0,651741.0,651885.0,653596.0,655453.0,653242.0,652960.0,654054.0,658056.0,660056.0,661428.0
5397,95827,CA,Rancho Cordova,"Sacramento-Roseville-Folsom, CA",Sacramento County,318806.0,318990.0,318917.0,320415.0,322210.0,323977.0,324473.0,324283.0,325172.0,326543.0,330013.0,333063.0
5416,91902,CA,Bonita,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,670881.0,668800.0,668728.0,671406.0,673203.0,674704.0,677674.0,680395.0,681806.0,682350.0,684228.0,686810.0
5429,93560,CA,Rosamond,"Bakersfield, CA",Kern County,254983.0,256530.0,257647.0,257939.0,258642.0,259208.0,259458.0,260029.0,260561.0,261204.0,262087.0,262560.0
5438,90720,CA,Los Alamitos,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1009099.0,1006612.0,1005506.0,1002929.0,1003808.0,1003615.0,1006463.0,1014517.0,1021987.0,1024874.0,1017192.0,1011679.0
5451,93630,CA,Kerman,"Fresno, CA",Fresno County,250551.0,252426.0,255033.0,256195.0,256021.0,256129.0,257757.0,260347.0,261390.0,262401.0,262592.0,263218.0
5456,94597,CA,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,881100.0,876449.0,872130.0,868407.0,866208.0,857733.0,855715.0,852157.0,848271.0,843273.0,840695.0,844331.0
5473,95969,CA,Paradise,"Chico, CA",Butte County,264523.0,270306.0,275847.0,281341.0,285601.0,287125.0,289195.0,288444.0,286716.0,283523.0,283955.0,284807.0
5480,95965,CA,Oroville,"Chico, CA",Butte County,220081.0,226430.0,231944.0,236096.0,239004.0,241856.0,246129.0,249716.0,252546.0,253304.0,255168.0,255288.0
5487,91011,CA,La Canada Flintridge,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1737718.0,1731616.0,1727696.0,1727142.0,1726804.0,1729452.0,1695313.0,1674717.0,1657496.0,1680375.0,1691082.0,1703243.0
5490,90272,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3351346.0,3338072.0,3329373.0,3322523.0,3324223.0,3331537.0,3256348.0,3207393.0,3163396.0,3200281.0,3196523.0,3196988.0
5494,91202,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,870585.0,867600.0,864175.0,862704.0,864260.0,866387.0,863915.0,863747.0,866381.0,872590.0,876421.0,881808.0
5495,91040,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,631591.0,629637.0,627068.0,625636.0,626189.0,628601.0,626273.0,625738.0,628035.0,634638.0,639840.0,644378.0
5497,92082,CA,Valley Center,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,620516.0,618896.0,619259.0,620795.0,620446.0,620222.0,621593.0,622078.0,621502.0,620428.0,620730.0,621471.0
5510,92501,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,349323.0,351126.0,353680.0,355148.0,355642.0,355614.0,356797.0,357626.0,358270.0,360095.0,361208.0,364664.0
5517,95110,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,818299.0,805442.0,797412.0,792776.0,787871.0,779730.0,770858.0,763413.0,765060.0,766383.0,770530.0,773646.0
5524,90265,CA,Malibu,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3461768.0,3435251.0,3422248.0,3416941.0,3426738.0,3439590.0,3366400.0,3305505.0,3251442.0,3269705.0,3249726.0,3236503.0
5542,94519,CA,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,528964.0,526126.0,522088.0,521226.0,523645.0,521317.0,516649.0,512738.0,515479.0,522461.0,527572.0,530402.0
5553,92225,CA,Blythe,"Riverside-San Bernardino-Ontario, CA",Riverside County,145719.0,146397.0,146887.0,148269.0,149200.0,150260.0,151771.0,153202.0,154277.0,153882.0,152882.0,152862.0
5558,94703,CA,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1171552.0,1163985.0,1160193.0,1159542.0,1157178.0,1163569.0,1176259.0,1190960.0,1206898.0,1210903.0,1208293.0,1210063.0
5561,90068,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1433400.0,1436151.0,1435937.0,1434827.0,1435187.0,1441314.0,1425289.0,1416632.0,1408518.0,1422981.0,1427127.0,1430729.0
5588,95818,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,560464.0,560411.0,560318.0,563645.0,570184.0,575490.0,575317.0,574201.0,574088.0,577419.0,581164.0,584510.0
5631,92887,CA,Yorba Linda,"Los Angeles-Long Beach-Anaheim, CA",Orange County,905784.0,902869.0,901380.0,898823.0,898451.0,896512.0,896944.0,899463.0,906601.0,910959.0,910529.0,907944.0
5640,90069,CA,West Hollywood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1099585.0,1096613.0,1094531.0,1094532.0,1097856.0,1101603.0,1088850.0,1083495.0,1079679.0,1092197.0,1095540.0,1099643.0
5659,93041,CA,Port Hueneme,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,408150.0,408092.0,408246.0,409172.0,409561.0,408422.0,407688.0,408196.0,410251.0,412694.0,413681.0,416321.0
5663,95405,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,607251.0,600929.0,596703.0,592960.0,593600.0,597515.0,600625.0,601460.0,600407.0,601101.0,599542.0,599077.0
5674,93610,CA,Chowchilla,"Madera, CA",Madera County,247407.0,248355.0,248696.0,248969.0,250222.0,252002.0,253384.0,254898.0,256863.0,258078.0,259825.0,262320.0
5695,92663,CA,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1900678.0,1903933.0,1910482.0,1911191.0,1908801.0,1905842.0,1918947.0,1945152.0,1974596.0,1986468.0,1954056.0,1923250.0
5704,90717,CA,Lomita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,659681.0,658689.0,657767.0,657092.0,657384.0,657564.0,655269.0,655878.0,659852.0,666891.0,671415.0,674602.0
5718,95304,CA,Tracy,"Stockton, CA",San Joaquin County,643781.0,643684.0,648073.0,648829.0,652926.0,655667.0,655449.0,653382.0,648203.0,647304.0,646556.0,648910.0
5733,91501,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,852913.0,851068.0,847650.0,845754.0,844804.0,847059.0,844004.0,845190.0,848513.0,856834.0,860396.0,863899.0
5735,94127,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1804287.0,1798891.0,1786816.0,1777356.0,1775508.0,1778385.0,1772193.0,1769165.0,1760063.0,1769216.0,1769823.0,1786520.0
5758,92118,CA,Coronado,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1761793.0,1759840.0,1759573.0,1764903.0,1763997.0,1776083.0,1797824.0,1826251.0,1851532.0,1861044.0,1868062.0,1870336.0
5760,94596,CA,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,936712.0,930073.0,926253.0,919753.0,915570.0,907320.0,901457.0,898616.0,891731.0,890402.0,889934.0,895014.0
5764,92277,CA,Twentynine Palms,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,140572.0,141181.0,142170.0,143856.0,145220.0,146447.0,146888.0,147846.0,148608.0,150131.0,151266.0,152452.0
5788,92106,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1146510.0,1139264.0,1136802.0,1138720.0,1140648.0,1146001.0,1157382.0,1168886.0,1176095.0,1176822.0,1175767.0,1173757.0
5794,95521,CA,Arcata,"Eureka-Arcata, CA",Humboldt County,364861.0,364347.0,362690.0,362934.0,363531.0,364026.0,362438.0,362617.0,363013.0,364271.0,364461.0,364143.0
5804,90048,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1880491.0,1873800.0,1868860.0,1868763.0,1880647.0,1889721.0,1855527.0,1834228.0,1823834.0,1855804.0,1864552.0,1870422.0
5810,91101,CA,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,606298.0,603779.0,602606.0,602632.0,604887.0,607005.0,602467.0,599150.0,598491.0,603869.0,606619.0,609272.0
5866,95841,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,299188.0,299717.0,299913.0,302355.0,304958.0,307196.0,307541.0,307644.0,308469.0,310134.0,313184.0,316609.0
5878,92532,CA,,"Riverside-San Bernardino-Ontario, CA",Riverside County,400356.0,401485.0,403348.0,404411.0,404699.0,404157.0,403736.0,402854.0,401792.0,402801.0,403543.0,406693.0
5922,93444,CA,Nipomo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,609134.0,607663.0,607421.0,608835.0,613145.0,613535.0,611465.0,610821.0,613435.0,615788.0,616232.0,616500.0
5932,92865,CA,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,663538.0,661812.0,660913.0,659599.0,660228.0,659106.0,659249.0,659364.0,663702.0,666510.0,667388.0,666215.0
5972,94022,CA,Los Altos Hills,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3749169.0,3693975.0,3659760.0,3655683.0,3639332.0,3606392.0,3586163.0,3583184.0,3624775.0,3639205.0,3650964.0,3650275.0
5976,93023,CA,Ojai,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,726949.0,727268.0,728734.0,729261.0,728471.0,724847.0,722677.0,723134.0,726661.0,730480.0,730442.0,733553.0
5986,93927,CA,Greenfield,"Salinas, CA",Monterey County,347929.0,350563.0,353298.0,354961.0,355843.0,356514.0,357860.0,358508.0,359482.0,360230.0,360757.0,360802.0
5999,95819,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,567194.0,566557.0,565409.0,567648.0,572589.0,577122.0,577127.0,574867.0,575161.0,579258.0,584987.0,588773.0
6036,92587,CA,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,399455.0,401110.0,403067.0,403771.0,403620.0,403145.0,404075.0,404521.0,404321.0,404365.0,404605.0,407372.0
6037,90210,CA,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5054216.0,5032383.0,5007881.0,4997592.0,5002849.0,5025543.0,4944056.0,4888854.0,4826862.0,4870689.0,4879802.0,4897915.0
6042,95519,CA,McKinleyville,"Eureka-Arcata, CA",Humboldt County,359782.0,360142.0,359613.0,359840.0,361113.0,362521.0,362130.0,363160.0,364060.0,365485.0,366284.0,366821.0
6058,91602,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,906681.0,904897.0,902084.0,900099.0,901001.0,903843.0,900672.0,901125.0,902570.0,910058.0,911771.0,915489.0
6068,90603,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602632.0,599856.0,597650.0,596807.0,597647.0,599093.0,597964.0,598513.0,600176.0,604161.0,606339.0,608858.0
6074,93210,CA,Coalinga,"Fresno, CA",Fresno County,184500.0,186193.0,187563.0,187386.0,185628.0,184729.0,186302.0,188580.0,189742.0,189550.0,188968.0,188643.0
6098,90254,CA,Hermosa Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1791447.0,1786841.0,1782263.0,1782939.0,1790898.0,1802278.0,1784134.0,1773811.0,1763538.0,1774250.0,1769357.0,1767732.0
6112,94945,CA,Novato,"San Francisco-Oakland-Berkeley, CA",Marin County,876060.0,878433.0,881159.0,879724.0,878501.0,877288.0,873258.0,865556.0,858419.0,853593.0,852669.0,850942.0
6117,93203,CA,Arvin,"Bakersfield, CA",Kern County,177484.0,178916.0,179275.0,179005.0,179347.0,180433.0,180770.0,181092.0,181459.0,182402.0,183703.0,184674.0
6121,90715,CA,Lakewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,552111.0,548523.0,545734.0,545074.0,546313.0,548384.0,546961.0,547663.0,548152.0,552535.0,554880.0,559293.0
6124,93908,CA,Salinas,"Salinas, CA",Monterey County,856844.0,858501.0,858246.0,858027.0,855041.0,852874.0,844907.0,840193.0,833764.0,836525.0,838817.0,842147.0
6142,94563,CA,Orinda,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2081743.0,2064736.0,2046368.0,2031513.0,2025221.0,2022923.0,2026673.0,2030396.0,2028947.0,2034027.0,2044634.0,2061195.0
6158,90670,CA,Santa Fe Springs,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,500679.0,499456.0,499208.0,499675.0,500858.0,501649.0,500091.0,500259.0,502326.0,506916.0,510093.0,513219.0
6201,93268,CA,Taft,"Bakersfield, CA",Kern County,129248.0,129562.0,129389.0,128026.0,127728.0,127854.0,128761.0,129292.0,129837.0,130172.0,131231.0,131912.0
6202,95448,CA,Healdsburg,"Santa Rosa-Petaluma, CA",Sonoma County,865916.0,856620.0,851854.0,852628.0,860060.0,865862.0,863916.0,862707.0,857095.0,855885.0,847401.0,840780.0
6217,92354,CA,Loma Linda,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,412648.0,413104.0,414024.0,414101.0,415281.0,415325.0,415316.0,416974.0,419179.0,422468.0,423654.0,424721.0
6253,95367,CA,Riverbank,"Modesto, CA",Stanislaus County,324892.0,325774.0,325626.0,328392.0,329779.0,331255.0,330247.0,330660.0,330650.0,333044.0,334293.0,336539.0
6254,90814,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,694058.0,692859.0,692787.0,692886.0,693786.0,695655.0,694090.0,696097.0,698376.0,703444.0,705346.0,708553.0
6262,95959,CA,Nevada City,"Truckee-Grass Valley, CA",Nevada County,460239.0,459430.0,460464.0,464729.0,466657.0,464903.0,461289.0,458812.0,456733.0,455031.0,454474.0,456610.0
6267,93103,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1217837.0,1212233.0,1208415.0,1206458.0,1196776.0,1190563.0,1179316.0,1183790.0,1180418.0,1185534.0,1181015.0,1182456.0
6292,92586,CA,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,262830.0,264483.0,266505.0,267471.0,267317.0,266911.0,267625.0,268142.0,267733.0,268461.0,269250.0,272449.0
6364,92251,CA,Imperial,"El Centro, CA",Imperial County,259407.0,258581.0,258497.0,260085.0,261607.0,262963.0,263164.0,262698.0,261342.0,261213.0,262299.0,264708.0
6414,93247,CA,Lindsay,"Visalia, CA",Tulare County,190205.0,189749.0,189402.0,190482.0,192185.0,193059.0,192067.0,191646.0,192404.0,195067.0,195860.0,196463.0
6428,91345,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,551842.0,551201.0,552128.0,553284.0,555264.0,556137.0,554483.0,554099.0,555348.0,558956.0,560673.0,563619.0
6439,96161,CA,Truckee,"Truckee-Grass Valley, CA",Nevada County,714821.0,713585.0,715633.0,723970.0,726846.0,725552.0,718338.0,715546.0,713854.0,714545.0,717205.0,721401.0
6465,92264,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,370444.0,372275.0,374596.0,375968.0,376617.0,377760.0,382366.0,386754.0,390050.0,388334.0,385704.0,385043.0
6480,93250,CA,Mc Farland,"Bakersfield, CA",Kern County,189586.0,190431.0,190874.0,190657.0,191466.0,192410.0,193728.0,194212.0,194189.0,194019.0,194403.0,194691.0
6495,92808,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,766625.0,765052.0,765015.0,764502.0,765010.0,763971.0,764094.0,765433.0,770837.0,774053.0,774552.0,772497.0
6504,90502,CA,West Carson,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,518656.0,517853.0,517543.0,518099.0,518669.0,519963.0,518599.0,519537.0,520792.0,524191.0,526905.0,530018.0
6509,91204,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,628738.0,624080.0,620876.0,618341.0,618453.0,620268.0,618192.0,616471.0,616888.0,621653.0,624165.0,625338.0
6529,95366,CA,Ripon,"Stockton, CA",San Joaquin County,472116.0,470920.0,473743.0,473808.0,475521.0,474938.0,473917.0,472641.0,471291.0,471580.0,472651.0,475507.0
6549,91901,CA,Alpine,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,630845.0,629401.0,629974.0,632137.0,631308.0,631465.0,633596.0,636425.0,636134.0,635613.0,636462.0,639518.0
6556,94552,CA,Castro Valley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1064997.0,1056578.0,1054684.0,1056369.0,1056889.0,1056652.0,1057669.0,1054368.0,1052575.0,1046866.0,1045567.0,1049730.0
6569,93015,CA,Fillmore,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,450290.0,449856.0,449478.0,451097.0,452467.0,453630.0,454259.0,455730.0,457443.0,459985.0,462287.0,465137.0
6579,91203,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,595421.0,593479.0,591748.0,591738.0,593294.0,595906.0,594673.0,593878.0,594648.0,597949.0,599832.0,601210.0
6586,91506,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,844587.0,843461.0,841839.0,839398.0,839108.0,841163.0,840107.0,841637.0,843971.0,850302.0,853175.0,858315.0
