,Unnamed: 0_x,City,Population_x,ViolentCrime_x,Murder_x,Rape_x,Robbery_x,AggAssault_x,PropertyCrime_x,Burglary_x,Theft_x,VehicleTheft_x,Arson_x,Unnamed: 0_y,ZIPCODE,State,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,Unnamed: 0,Population_y,ViolentCrime_y,Murder_y,Rape_y,Robbery_y,AggAssault_y,PropertyCrime_y,Burglary_y,Theft_y,VehicleTheft_y,Arson_y
16,8,Anaheim,353915.0,1120.0,8.0,141.0,396.0,575.0,8258.0,1123.0,5904.0,1231.0,44.0,6495,92808,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,766625.0,765052.0,765015.0,764502.0,765010.0,763971.0,764094.0,765433.0,770837.0,774053.0,774552.0,772497.0,8,353915.0,1120.0,8.0,141.0,396.0,575.0,8258.0,1123.0,5904.0,1231.0,44.0
17,9,Anderson,10545.0,61.0,1.0,5.0,12.0,43.0,363.0,63.0,208.0,92.0,1.0,4903,96007,CA,"Redding, CA",Shasta County,235226.0,237310.0,238064.0,238224.0,239175.0,242032.0,243398.0,243848.0,244224.0,245203.0,246216.0,246892.0,9,10545.0,61.0,1.0,5.0,12.0,43.0,363.0,63.0,208.0,92.0,1.0
18,10,Angels Camp,3909.0,6.0,0.0,2.0,1.0,3.0,74.0,19.0,45.0,10.0,0.0,10906,95222,CA,,Calaveras County,359677.0,361505.0,362246.0,362068.0,361799.0,361712.0,360292.0,358887.0,347196.0,348737.0,349352.0,,10,3909.0,6.0,0.0,2.0,1.0,3.0,74.0,19.0,45.0,10.0,0.0
19,11,Antioch,112641.0,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0,283,94509,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,524409.0,524835.0,518086.0,511884.0,508492.0,507607.0,509329.0,512086.0,520027.0,525655.0,529052.0,530342.0,11,112641.0,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0
20,11,Antioch,112641.0,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0,1464,94531,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,556927.0,558608.0,558027.0,555346.0,554794.0,555690.0,557963.0,558143.0,556298.0,555454.0,557532.0,564020.0,11,112641.0,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0
21,12,Apple Valley,74051.0,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0,1620,92308,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,249835.0,250015.0,250471.0,250757.0,251870.0,252691.0,253119.0,253532.0,253824.0,254828.0,255852.0,256982.0,12,74051.0,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0
22,12,Apple Valley,74051.0,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0,1806,92307,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,273194.0,274054.0,275082.0,275639.0,276958.0,277708.0,278052.0,278258.0,278334.0,279367.0,280518.0,281591.0,12,74051.0,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0
23,13,Arcadia,58899.0,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0,2630,91006,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1021836.0,1016864.0,1010653.0,1007412.0,1006457.0,1007953.0,992734.0,983217.0,975336.0,982055.0,982612.0,984172.0,13,58899.0,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0
24,13,Arcadia,58899.0,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0,2711,91007,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1059974.0,1052375.0,1044269.0,1039603.0,1038559.0,1038158.0,1023290.0,1014317.0,1008609.0,1016402.0,1017206.0,1019560.0,13,58899.0,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0
25,14,Arcata,18332.0,72.0,1.0,12.0,16.0,43.0,605.0,122.0,425.0,58.0,21.0,5794,95521,CA,"Eureka-Arcata, CA",Humboldt County,364861.0,364347.0,362690.0,362934.0,363531.0,364026.0,362438.0,362617.0,363013.0,364271.0,364461.0,364143.0,14,18332.0,72.0,1.0,12.0,16.0,43.0,605.0,122.0,425.0,58.0,21.0
26,16,Artesia,16779.0,72.0,1.0,2.0,28.0,41.0,284.0,90.0,161.0,33.0,0.0,6931,90701,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,557003.0,554159.0,552510.0,550827.0,550803.0,550697.0,550873.0,551561.0,553590.0,556008.0,558201.0,560970.0,16,16779.0,72.0,1.0,2.0,28.0,41.0,284.0,90.0,161.0,33.0,0.0
27,17,Arvin,21811.0,196.0,3.0,3.0,16.0,174.0,437.0,115.0,178.0,144.0,16.0,6117,93203,CA,"Bakersfield, CA",Kern County,177484.0,178916.0,179275.0,179005.0,179347.0,180433.0,180770.0,181092.0,181459.0,182402.0,183703.0,184674.0,17,21811.0,196.0,3.0,3.0,16.0,174.0,437.0,115.0,178.0,144.0,16.0
28,18,Atascadero,30579.0,65.0,0.0,7.0,7.0,51.0,493.0,96.0,360.0,37.0,3.0,2988,93422,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,530331.0,528864.0,529728.0,532875.0,539641.0,540301.0,536573.0,535303.0,537255.0,540689.0,540728.0,540032.0,18,30579.0,65.0,0.0,7.0,7.0,51.0,493.0,96.0,360.0,37.0,3.0
29,19,Atherton,7222.0,12.0,0.0,2.0,4.0,6.0,110.0,32.0,74.0,4.0,0.0,10708,94027,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County,6352282.0,6307507.0,6275548.0,6286839.0,6284198.0,6311989.0,6355335.0,6413323.0,6508379.0,6514409.0,6528351.0,6513056.0,19,7222.0,12.0,0.0,2.0,4.0,6.0,110.0,32.0,74.0,4.0,0.0
30,20,Atwater,29632.0,206.0,1.0,10.0,22.0,173.0,1031.0,140.0,708.0,183.0,0.0,2060,95301,CA,"Merced, CA",Merced County,269529.0,268734.0,267933.0,268961.0,270045.0,270494.0,269679.0,269288.0,268997.0,269470.0,269385.0,269440.0,20,29632.0,206.0,1.0,10.0,22.0,173.0,1031.0,140.0,708.0,183.0,0.0
31,21,Auburn,14201.0,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0,3681,95603,CA,"Sacramento-Roseville-Folsom, CA",Placer County,456010.0,459223.0,462024.0,464162.0,466924.0,467120.0,465079.0,463960.0,464450.0,466403.0,467517.0,470054.0,21,14201.0,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0
32,21,Auburn,14201.0,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0,6901,95602,CA,"Sacramento-Roseville-Folsom, CA",Placer County,486032.0,488556.0,491643.0,495751.0,498138.0,497548.0,493502.0,490288.0,488887.0,488621.0,489089.0,490986.0,21,14201.0,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0
33,22,Avalon,3722.0,10.0,0.0,2.0,0.0,8.0,40.0,7.0,28.0,5.0,0.0,14357,90704,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,728521.0,728345.0,728907.0,724525.0,723196.0,723920.0,719892.0,718522.0,716656.0,720433.0,717148.0,715970.0,22,3722.0,10.0,0.0,2.0,0.0,8.0,40.0,7.0,28.0,5.0,0.0
34,23,Avenal,12991.0,69.0,0.0,7.0,3.0,59.0,58.0,26.0,28.0,4.0,0.0,8651,93204,CA,"Hanford-Corcoran, CA",Kings County,135070.0,136691.0,136547.0,137047.0,138578.0,139761.0,139460.0,136874.0,135682.0,135835.0,137002.0,139060.0,23,12991.0,69.0,0.0,7.0,3.0,59.0,58.0,26.0,28.0,4.0,0.0
35,24,Azusa,50405.0,144.0,5.0,17.0,46.0,76.0,959.0,174.0,646.0,139.0,12.0,448,91702,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,475442.0,473370.0,471544.0,471366.0,472188.0,473535.0,472409.0,472123.0,473128.0,475650.0,477931.0,480406.0,24,50405.0,144.0,5.0,17.0,46.0,76.0,959.0,174.0,646.0,139.0,12.0
36,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,23,93307,CA,"Bakersfield, CA",Kern County,178437.0,179834.0,181031.0,181668.0,182967.0,184440.0,185423.0,186333.0,186879.0,187383.0,188014.0,188337.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
37,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,209,93306,CA,"Bakersfield, CA",Kern County,211842.0,213074.0,213963.0,214052.0,214788.0,215842.0,216420.0,217100.0,217107.0,217514.0,218078.0,218647.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
38,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,439,93309,CA,"Bakersfield, CA",Kern County,210828.0,212284.0,213563.0,214129.0,215076.0,216220.0,217011.0,218095.0,218762.0,219399.0,220085.0,220770.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
39,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,484,93313,CA,"Bakersfield, CA",Kern County,251817.0,253326.0,254547.0,254539.0,255105.0,256106.0,256808.0,257715.0,258074.0,258653.0,259558.0,260178.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
40,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,729,93312,CA,"Bakersfield, CA",Kern County,292146.0,293848.0,294945.0,294846.0,295367.0,296713.0,297745.0,298913.0,299465.0,300177.0,301325.0,302003.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
41,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,997,93304,CA,"Bakersfield, CA",Kern County,169635.0,170956.0,172064.0,172642.0,173799.0,175263.0,176323.0,177411.0,177708.0,177878.0,178087.0,178247.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
42,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,1241,93311,CA,"Bakersfield, CA",Kern County,300712.0,302810.0,304331.0,304405.0,304936.0,306088.0,306821.0,307712.0,308256.0,308869.0,309857.0,310134.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
43,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,2547,93314,CA,"Bakersfield, CA",Kern County,377467.0,379531.0,380781.0,380705.0,381127.0,382754.0,383800.0,385276.0,385840.0,386242.0,387233.0,387543.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
44,25,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,8315,93301,CA,"Bakersfield, CA",Kern County,191295.0,192996.0,193850.0,193975.0,194964.0,196661.0,197539.0,197813.0,197578.0,197830.0,198852.0,199695.0,25,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0
45,26,Baldwin Park,75862.0,188.0,1.0,24.0,50.0,113.0,1110.0,196.0,606.0,308.0,5.0,105,91706,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,473144.0,469825.0,466905.0,466314.0,466964.0,467527.0,464833.0,462867.0,462534.0,465216.0,467745.0,470660.0,26,75862.0,188.0,1.0,24.0,50.0,113.0,1110.0,196.0,606.0,308.0,5.0
46,27,Banning,31450.0,136.0,2.0,16.0,27.0,91.0,532.0,179.0,210.0,143.0,0.0,2842,92220,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,261985.0,263258.0,264409.0,265053.0,264803.0,264886.0,265487.0,266078.0,265801.0,265248.0,263908.0,264613.0,27,31450.0,136.0,2.0,16.0,27.0,91.0,532.0,179.0,210.0,143.0,0.0
47,28,Barstow,24121.0,274.0,5.0,10.0,82.0,177.0,986.0,285.0,527.0,174.0,37.0,2631,92311,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,145726.0,146654.0,147428.0,147879.0,148603.0,149253.0,149542.0,149579.0,149861.0,150597.0,151766.0,152496.0,28,24121.0,274.0,5.0,10.0,82.0,177.0,986.0,285.0,527.0,174.0,37.0
48,30,Beaumont,50990.0,92.0,2.0,14.0,38.0,38.0,922.0,178.0,548.0,196.0,11.0,865,92223,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,341393.0,342923.0,344881.0,345836.0,345755.0,345894.0,346197.0,346675.0,346328.0,347621.0,348085.0,350785.0,30,50990.0,92.0,2.0,14.0,38.0,38.0,922.0,178.0,548.0,196.0,11.0
49,31,Bell,35759.0,168.0,0.0,11.0,37.0,120.0,441.0,127.0,224.0,90.0,0.0,12,90201,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,451985.0,451959.0,452378.0,452891.0,452835.0,453393.0,452322.0,452175.0,453846.0,457415.0,460570.0,463997.0,31,35759.0,168.0,0.0,11.0,37.0,120.0,441.0,127.0,224.0,90.0,0.0
50,32,Bellflower,77196.0,327.0,1.0,29.0,107.0,190.0,1506.0,326.0,860.0,320.0,7.0,106,90706,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,521755.0,519833.0,518077.0,517676.0,518270.0,519110.0,516868.0,516523.0,517648.0,521407.0,523898.0,527217.0,32,77196.0,327.0,1.0,29.0,107.0,190.0,1506.0,326.0,860.0,320.0,7.0
51,34,Belmont,27272.0,45.0,1.0,8.0,1.0,35.0,392.0,50.0,312.0,30.0,2.0,4066,94002,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1841620.0,1830648.0,1822848.0,1821626.0,1821907.0,1815629.0,1811806.0,1798123.0,1800369.0,1792690.0,1797017.0,1797761.0,34,27272.0,45.0,1.0,8.0,1.0,35.0,392.0,50.0,312.0,30.0,2.0
52,36,Benicia,28471.0,16.0,0.0,1.0,13.0,2.0,377.0,72.0,250.0,55.0,2.0,4184,94510,CA,"Vallejo, CA",Solano County,631215.0,627286.0,626776.0,628989.0,631709.0,631450.0,633035.0,636639.0,640258.0,642336.0,638451.0,633318.0,36,28471.0,16.0,0.0,1.0,13.0,2.0,377.0,72.0,250.0,55.0,2.0
53,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,3658,94704,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1143330.0,1142032.0,1142792.0,1141869.0,1138626.0,1141771.0,1154347.0,1169150.0,1182860.0,1188026.0,1188205.0,1194014.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
54,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,5558,94703,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1171552.0,1163985.0,1160193.0,1159542.0,1157178.0,1163569.0,1176259.0,1190960.0,1206898.0,1210903.0,1208293.0,1210063.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
55,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,6764,94702,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,987956.0,981098.0,981035.0,984556.0,986290.0,992996.0,1001893.0,1013633.0,1025840.0,1028536.0,1027567.0,1024357.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
56,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,7608,94705,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1700872.0,1698622.0,1698656.0,1697020.0,1689753.0,1694458.0,1723165.0,1753101.0,1774270.0,1770734.0,1763698.0,1771541.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
57,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,8657,94707,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1492324.0,1487626.0,1489986.0,1495402.0,1492847.0,1496734.0,1513195.0,1533017.0,1549077.0,1551625.0,1553227.0,1563519.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
58,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,8658,94709,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1201227.0,1200676.0,1203758.0,1207033.0,1204317.0,1208505.0,1220933.0,1233159.0,1243982.0,1248786.0,1253257.0,1261079.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
59,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,8799,94708,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1457627.0,1450371.0,1450918.0,1447402.0,1445987.0,1450427.0,1473722.0,1496507.0,1512224.0,1515323.0,1515241.0,1523018.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
60,37,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,10366,94710,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,933920.0,924191.0,923858.0,923404.0,923922.0,927375.0,941566.0,955289.0,968197.0,973560.0,980545.0,989507.0,37,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0
61,38,Beverly Hills,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0,6037,90210,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5054216.0,5032383.0,5007881.0,4997592.0,5002849.0,5025543.0,4944056.0,4888854.0,4826862.0,4870689.0,4879802.0,4897915.0,38,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0
62,38,Beverly Hills,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0,8339,90212,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2559725.0,2545279.0,2534404.0,2539094.0,2554407.0,2566169.0,2504824.0,2458976.0,2419151.0,2455587.0,2465883.0,2480185.0,38,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0
63,38,Beverly Hills,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0,10519,90211,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1928618.0,1920320.0,1917480.0,1926600.0,1944301.0,1957213.0,1981941.0,2023715.0,2072073.0,2112964.0,2123967.0,2134436.0,38,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0
64,40,Biggs,1726.0,3.0,0.0,1.0,0.0,2.0,17.0,3.0,10.0,4.0,0.0,15411,95917,CA,"Chico, CA",Butte County,229576.0,237455.0,243255.0,247049.0,249903.0,251497.0,255128.0,257096.0,259718.0,259905.0,261424.0,261636.0,40,1726.0,3.0,0.0,1.0,0.0,2.0,17.0,3.0,10.0,4.0,0.0
65,41,Bishop,3731.0,34.0,0.0,9.0,6.0,19.0,183.0,29.0,150.0,4.0,0.0,8024,93514,CA,,Inyo County,442050.0,443461.0,443930.0,445132.0,446941.0,449691.0,,442406.0,438510.0,440317.0,441002.0,441856.0,41,3731.0,34.0,0.0,9.0,6.0,19.0,183.0,29.0,150.0,4.0,0.0
