ZIPCODE,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
93933,Marina,"Salinas, CA",Monterey County,613634,617557,618975,618372,616952,618822,620225,622946,623035,624841,625798,627812
95746,Granite Bay,"Sacramento-Roseville-Folsom, CA",Placer County,800678,802331,801133,802635,807146,810122,808176,807776,811311,815359,818977,823328
90740,Seal Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,903319,891916,882064,875923,875897,873923,871030,872576,878593,885741,886479,887392
93212,Corcoran,"Hanford-Corcoran, CA",Kings County,155746,157169,157446,157747,159287,160300,159818,158721,158676,160749,161748,163900
96007,Anderson,"Redding, CA",Shasta County,235226,237310,238064,238224,239175,242032,243398,243848,244224,245203,246216,246892
94506,Danville,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2071106,2065979,2064524,2060368,2059201,2055040,2053097,2045813,2037799,2033886,2040437,2052215
95531,Crescent City,"Crescent City, CA",Del Norte County,262903,263477,264165,265050,265438,266075,266981,268640,270330,271235,271558,271582
90292,Marina del Rey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1167345,1163433,1159049,1155771,1153998,1153525,1142796,1135793,1132772,1140140,1145012,1150800
95409,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,677582,670414,663774,659662,660246,664623,665759,665132,662311,660753,655676,651490
91737,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,635266,635571,637725,639147,641340,641786,640890,641545,642494,645954,649043,651928
91106,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,725416,722060,718933,717556,718010,719146,711131,706094,703201,708867,711845,715057
92371,Phelan,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,282294,283754,284509,284539,285210,285955,286380,286753,286693,287333,288238,289744
92211,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,352065,353630,355795,356922,357285,358042,359536,360754,361056,362010,361790,363518
94085,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1359089,1333327,1313218,1305006,1298832,1286519,1270273,1252459,1253648,1255962,1264696,1265869
90403,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1435645,1424881,1410872,1404153,1407314,1412127,1389853,1376021,1370802,1392114,1400247,1408692
94030,Millbrae,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1756589,1744868,1739417,1744208,1751393,1750872,1748252,1739737,1744352,1738351,1736855,1730601
92844,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,575938,574719,574576,573763,575686,576707,579124,582108,587503,591353,592505,592450
92011,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,951842,946799,945486,950437,952280,952574,953682,957632,959948,962653,967236,971712
95945,Grass Valley,"Truckee-Grass Valley, CA",Nevada County,376079,375497,377086,381892,383994,383105,379703,378157,376426,375937,376225,378655
95864,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,520565,520377,519341,521491,525424,528958,526607,523374,522976,525745,530802,534196
91201,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,887337,884624,880928,879563,880129,881634,878032,878260,882079,889928,893372,897302
90602,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,558157,555646,553578,552727,553620,555156,553138,552942,553618,558020,560284,563276
92377,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,403900,404747,406329,407785,409946,411132,411572,412741,413854,415933,417678,419921
95134,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1025499,1007476,993936,985580,972535,956055,941039,931043,933850,931396,933178,934001
94503,American Canyon,"Napa, CA",Napa County,598719,600440,600527,597713,596259,592693,591180,588585,590630,592423,595000,594908
95330,Lathrop,"Stockton, CA",San Joaquin County,430921,430330,433879,435250,437460,438258,437987,437329,435487,435444,436556,439201
94089,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1343032,1314430,1285554,1270420,1260172,1247744,1227927,1199554,1191418,1190716,1203006,1209444
93907,Salinas,"Salinas, CA",Monterey County,595707,599353,601065,601017,598460,596229,592152,590289,589422,591828,593812,595843
94803,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,575292,578569,576210,574716,575687,574574,573525,571050,573403,578455,583329,586230
95677,Rocklin,"Sacramento-Roseville-Folsom, CA",Placer County,463556,466337,467197,467553,468890,469036,467585,467129,468553,470366,472477,475208
95949,Grass Valley,"Truckee-Grass Valley, CA",Nevada County,424675,423390,424003,428386,429639,428733,425376,423562,422008,420676,421562,423628
92606,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,858398,855039,854162,853853,854254,851487,849305,849584,853920,856533,855738,853420
94024,Los Altos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3276239,3215384,3178979,3168827,3158423,3127393,3102334,3084916,3113536,3123362,3136519,3135919
94609,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,1049528,1045914,1044649,1042339,1036427,1033454,1044030,1053526,1068571,1064678,1060990,1064226
95776,Woodland,"Sacramento-Roseville-Folsom, CA",Yolo County,440277,438532,440327,443856,444621,442965,440871,440744,439506,435749,432294,431130
90404,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1106255,1105545,1100787,1098505,1096641,1098275,1084017,1076831,1074417,1087979,1096880,1106242
93263,Shafter,"Bakersfield, CA",Kern County,209110,211172,212391,212430,213415,215637,218403,220434,221431,221426,222172,222713
95501,Eureka,"Eureka-Arcata, CA",Humboldt County,284436,285654,286759,287669,288617,289550,288203,287785,287192,288275,289125,289551
94579,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,674847,671148,670923,671566,671087,672245,671291,670079,668825,668544,668040,671645
92344,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,322277,322937,324049,324935,326210,326859,327096,327048,326858,327481,328608,329867
95135,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1222076,1204795,1193143,1189993,1185999,1178318,1171681,1167322,1174128,1174722,1178768,1183524
90732,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,654795,652396,651741,651885,653596,655453,653242,652960,654054,658056,660056,661428
95827,Rancho Cordova,"Sacramento-Roseville-Folsom, CA",Sacramento County,318806,318990,318917,320415,322210,323977,324473,324283,325172,326543,330013,333063
91902,Bonita,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,670881,668800,668728,671406,673203,674704,677674,680395,681806,682350,684228,686810
93560,Rosamond,"Bakersfield, CA",Kern County,254983,256530,257647,257939,258642,259208,259458,260029,260561,261204,262087,262560
90720,Los Alamitos,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1009099,1006612,1005506,1002929,1003808,1003615,1006463,1014517,1021987,1024874,1017192,1011679
93630,Kerman,"Fresno, CA",Fresno County,250551,252426,255033,256195,256021,256129,257757,260347,261390,262401,262592,263218
94597,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,881100,876449,872130,868407,866208,857733,855715,852157,848271,843273,840695,844331
95969,Paradise,"Chico, CA",Butte County,264523,270306,275847,281341,285601,287125,289195,288444,286716,283523,283955,284807
95965,Oroville,"Chico, CA",Butte County,220081,226430,231944,236096,239004,241856,246129,249716,252546,253304,255168,255288
91011,La Canada Flintridge,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1737718,1731616,1727696,1727142,1726804,1729452,1695313,1674717,1657496,1680375,1691082,1703243
90272,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3351346,3338072,3329373,3322523,3324223,3331537,3256348,3207393,3163396,3200281,3196523,3196988
91202,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,870585,867600,864175,862704,864260,866387,863915,863747,866381,872590,876421,881808
91040,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,631591,629637,627068,625636,626189,628601,626273,625738,628035,634638,639840,644378
92082,Valley Center,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,620516,618896,619259,620795,620446,620222,621593,622078,621502,620428,620730,621471
92501,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,349323,351126,353680,355148,355642,355614,356797,357626,358270,360095,361208,364664
95110,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,818299,805442,797412,792776,787871,779730,770858,763413,765060,766383,770530,773646
90265,Malibu,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3461768,3435251,3422248,3416941,3426738,3439590,3366400,3305505,3251442,3269705,3249726,3236503
94519,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,528964,526126,522088,521226,523645,521317,516649,512738,515479,522461,527572,530402
92225,Blythe,"Riverside-San Bernardino-Ontario, CA",Riverside County,145719,146397,146887,148269,149200,150260,151771,153202,154277,153882,152882,152862
94703,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1171552,1163985,1160193,1159542,1157178,1163569,1176259,1190960,1206898,1210903,1208293,1210063
90068,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1433400,1436151,1435937,1434827,1435187,1441314,1425289,1416632,1408518,1422981,1427127,1430729
95818,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,560464,560411,560318,563645,570184,575490,575317,574201,574088,577419,581164,584510
92887,Yorba Linda,"Los Angeles-Long Beach-Anaheim, CA",Orange County,905784,902869,901380,898823,898451,896512,896944,899463,906601,910959,910529,907944
90069,West Hollywood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1099585,1096613,1094531,1094532,1097856,1101603,1088850,1083495,1079679,1092197,1095540,1099643
93041,Port Hueneme,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,408150,408092,408246,409172,409561,408422,407688,408196,410251,412694,413681,416321
95405,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,607251,600929,596703,592960,593600,597515,600625,601460,600407,601101,599542,599077
93610,Chowchilla,"Madera, CA",Madera County,247407,248355,248696,248969,250222,252002,253384,254898,256863,258078,259825,262320
92663,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1900678,1903933,1910482,1911191,1908801,1905842,1918947,1945152,1974596,1986468,1954056,1923250
90717,Lomita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,659681,658689,657767,657092,657384,657564,655269,655878,659852,666891,671415,674602
95304,Tracy,"Stockton, CA",San Joaquin County,643781,643684,648073,648829,652926,655667,655449,653382,648203,647304,646556,648910
91501,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,852913,851068,847650,845754,844804,847059,844004,845190,848513,856834,860396,863899
94127,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1804287,1798891,1786816,1777356,1775508,1778385,1772193,1769165,1760063,1769216,1769823,1786520
92118,Coronado,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1761793,1759840,1759573,1764903,1763997,1776083,1797824,1826251,1851532,1861044,1868062,1870336
94596,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,936712,930073,926253,919753,915570,907320,901457,898616,891731,890402,889934,895014
92277,Twentynine Palms,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,140572,141181,142170,143856,145220,146447,146888,147846,148608,150131,151266,152452
92106,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1146510,1139264,1136802,1138720,1140648,1146001,1157382,1168886,1176095,1176822,1175767,1173757
95521,Arcata,"Eureka-Arcata, CA",Humboldt County,364861,364347,362690,362934,363531,364026,362438,362617,363013,364271,364461,364143
90048,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1880491,1873800,1868860,1868763,1880647,1889721,1855527,1834228,1823834,1855804,1864552,1870422
91101,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,606298,603779,602606,602632,604887,607005,602467,599150,598491,603869,606619,609272
95841,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,299188,299717,299913,302355,304958,307196,307541,307644,308469,310134,313184,316609
93444,Nipomo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,609134,607663,607421,608835,613145,613535,611465,610821,613435,615788,616232,616500
92865,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,663538,661812,660913,659599,660228,659106,659249,659364,663702,666510,667388,666215
94022,Los Altos Hills,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3749169,3693975,3659760,3655683,3639332,3606392,3586163,3583184,3624775,3639205,3650964,3650275
93023,Ojai,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,726949,727268,728734,729261,728471,724847,722677,723134,726661,730480,730442,733553
93927,Greenfield,"Salinas, CA",Monterey County,347929,350563,353298,354961,355843,356514,357860,358508,359482,360230,360757,360802
95819,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,567194,566557,565409,567648,572589,577122,577127,574867,575161,579258,584987,588773
92587,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,399455,401110,403067,403771,403620,403145,404075,404521,404321,404365,404605,407372
90210,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5054216,5032383,5007881,4997592,5002849,5025543,4944056,4888854,4826862,4870689,4879802,4897915
95519,McKinleyville,"Eureka-Arcata, CA",Humboldt County,359782,360142,359613,359840,361113,362521,362130,363160,364060,365485,366284,366821
91602,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,906681,904897,902084,900099,901001,903843,900672,901125,902570,910058,911771,915489
90603,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602632,599856,597650,596807,597647,599093,597964,598513,600176,604161,606339,608858
93210,Coalinga,"Fresno, CA",Fresno County,184500,186193,187563,187386,185628,184729,186302,188580,189742,189550,188968,188643
90254,Hermosa Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1791447,1786841,1782263,1782939,1790898,1802278,1784134,1773811,1763538,1774250,1769357,1767732
94945,Novato,"San Francisco-Oakland-Berkeley, CA",Marin County,876060,878433,881159,879724,878501,877288,873258,865556,858419,853593,852669,850942
93203,Arvin,"Bakersfield, CA",Kern County,177484,178916,179275,179005,179347,180433,180770,181092,181459,182402,183703,184674
90715,Lakewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,552111,548523,545734,545074,546313,548384,546961,547663,548152,552535,554880,559293
93908,Salinas,"Salinas, CA",Monterey County,856844,858501,858246,858027,855041,852874,844907,840193,833764,836525,838817,842147
94563,Orinda,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2081743,2064736,2046368,2031513,2025221,2022923,2026673,2030396,2028947,2034027,2044634,2061195
90670,Santa Fe Springs,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,500679,499456,499208,499675,500858,501649,500091,500259,502326,506916,510093,513219
93268,Taft,"Bakersfield, CA",Kern County,129248,129562,129389,128026,127728,127854,128761,129292,129837,130172,131231,131912
95448,Healdsburg,"Santa Rosa-Petaluma, CA",Sonoma County,865916,856620,851854,852628,860060,865862,863916,862707,857095,855885,847401,840780
92354,Loma Linda,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,412648,413104,414024,414101,415281,415325,415316,416974,419179,422468,423654,424721
95367,Riverbank,"Modesto, CA",Stanislaus County,324892,325774,325626,328392,329779,331255,330247,330660,330650,333044,334293,336539
90814,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,694058,692859,692787,692886,693786,695655,694090,696097,698376,703444,705346,708553
95959,Nevada City,"Truckee-Grass Valley, CA",Nevada County,460239,459430,460464,464729,466657,464903,461289,458812,456733,455031,454474,456610
93103,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1217837,1212233,1208415,1206458,1196776,1190563,1179316,1183790,1180418,1185534,1181015,1182456
92586,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,262830,264483,266505,267471,267317,266911,267625,268142,267733,268461,269250,272449
92251,Imperial,"El Centro, CA",Imperial County,259407,258581,258497,260085,261607,262963,263164,262698,261342,261213,262299,264708
93247,Lindsay,"Visalia, CA",Tulare County,190205,189749,189402,190482,192185,193059,192067,191646,192404,195067,195860,196463
91345,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,551842,551201,552128,553284,555264,556137,554483,554099,555348,558956,560673,563619
96161,Truckee,"Truckee-Grass Valley, CA",Nevada County,714821,713585,715633,723970,726846,725552,718338,715546,713854,714545,717205,721401
92264,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,370444,372275,374596,375968,376617,377760,382366,386754,390050,388334,385704,385043
93250,Mc Farland,"Bakersfield, CA",Kern County,189586,190431,190874,190657,191466,192410,193728,194212,194189,194019,194403,194691
92808,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,766625,765052,765015,764502,765010,763971,764094,765433,770837,774053,774552,772497
90502,West Carson,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,518656,517853,517543,518099,518669,519963,518599,519537,520792,524191,526905,530018
91204,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,628738,624080,620876,618341,618453,620268,618192,616471,616888,621653,624165,625338
95366,Ripon,"Stockton, CA",San Joaquin County,472116,470920,473743,473808,475521,474938,473917,472641,471291,471580,472651,475507
91901,Alpine,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,630845,629401,629974,632137,631308,631465,633596,636425,636134,635613,636462,639518
94552,Castro Valley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1064997,1056578,1054684,1056369,1056889,1056652,1057669,1054368,1052575,1046866,1045567,1049730
93015,Fillmore,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,450290,449856,449478,451097,452467,453630,454259,455730,457443,459985,462287,465137
91203,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,595421,593479,591748,591738,593294,595906,594673,593878,594648,597949,599832,601210
91506,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,844587,843461,841839,839398,839108,841163,840107,841637,843971,850302,853175,858315
95357,Modesto,"Modesto, CA",Stanislaus County,342639,343800,343763,347112,348293,349810,348007,348898,349319,352398,354093,356726
94301,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,4079089,4012540,3967393,3954428,3930990,3885182,3804336,3760559,3775662,3807177,3825255,3818048
92270,Rancho Mirage,"Riverside-San Bernardino-Ontario, CA",Riverside County,517480,518309,520775,521988,522760,523875,527530,530541,531708,532056,531125,532712
91723,Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,540544,538241,536121,536306,537058,538374,535841,535315,536169,539698,542420,545216
95816,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,573049,572508,571116,572751,576841,582138,582743,582299,582939,587104,592859,596471
94949,Novato,"San Francisco-Oakland-Berkeley, CA",Marin County,967379,968074,968344,965342,966776,967756,965029,955947,948398,941000,938268,935674
92274,Thermal,"Riverside-San Bernardino-Ontario, CA",Riverside County,147069,146779,147049,147768,148036,148552,149201,150870,151559,151903,151605,152227
95673,Rio Linda,"Sacramento-Roseville-Folsom, CA",Sacramento County,302387,302190,301944,304012,306238,308407,309473,309971,311022,312164,314592,317011
94706,Albany,"San Francisco-Oakland-Berkeley, CA",Alameda County,1033994,1028618,1028165,1030041,1027714,1026655,1028350,1032666,1039134,1041460,1041869,1045909
93110,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1170778,1169114,1162540,1156818,1152124,1152069,1145529,1144488,1142055,1151441,1156787,1166926
95334,Livingston,"Merced, CA",Merced County,268017,267533,266893,268415,270196,272174,272704,273289,272933,272418,271733,271055
92582,San Jacinto,"Riverside-San Bernardino-Ontario, CA",Riverside County,315766,316623,318119,319298,320199,320842,321345,321938,321776,323390,324118,326884
94702,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,987956,981098,981035,984556,986290,992996,1001893,1013633,1025840,1028536,1027567,1024357
94595,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1121754,1113440,1102543,1100073,1100514,1100238,1100292,1102316,1099740,1100011,1098465,1102719
96130,Susanville,"Susanville, CA",Lassen County,187074,186918,186915,187313,188221,188939,189052,188722,188537,188722,188787,188695
95602,Auburn,"Sacramento-Roseville-Folsom, CA",Placer County,486032,488556,491643,495751,498138,497548,493502,490288,488887,488621,489089,490986
91361,Westlake Village,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,1075736,1074742,1074733,1076783,1077409,1076373,1068507,1067109,1068955,1075806,1078570,1083324
90701,Artesia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,557003,554159,552510,550827,550803,550697,550873,551561,553590,556008,558201,560970
90245,El Segundo,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1367695,1361569,1356282,1354580,1352244,1351841,1332465,1322334,1318916,1330598,1337783,1346766
93013,Carpinteria,"Santa Maria-Santa Barbara, CA",Santa Barbara County,938513,940954,934706,932307,928815,933719,930479,929834,926265,928367,929505,932913
94556,Moraga,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1379835,1369067,1354497,1345588,1344855,1346547,1331417,1314379,1296432,1302056,1311351,1320129
93631,Kingsburg,"Fresno, CA",Fresno County,284293,285207,287001,287781,287843,288512,291435,294875,296707,297387,296285,295533
93111,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,966736,970026,966093,965312,963460,967715,966816,969713,967776,972781,974676,982028
92845,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,677084,674615,674780,675046,677472,677383,679121,681725,687633,691605,692443,691595
92866,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,695625,692929,692809,692081,693483,693087,694475,695928,699289,700271,698692,696540
92010,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,734908,731157,731848,736209,738657,740336,743174,745358,745998,746066,747984,751185
93930,King City,"Salinas, CA",Monterey County,330086,333361,335138,334658,333417,333128,333629,334362,334471,335042,336066,336988
95650,Loomis,"Sacramento-Roseville-Folsom, CA",Placer County,600649,604619,607835,612292,616877,619250,616856,616178,616492,618829,619894,622757
92585,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,371842,373204,375216,376313,376490,376354,376769,376941,375961,377272,378226,382009
92637,Laguna Woods,"Los Angeles-Long Beach-Anaheim, CA",Orange County,437128,433150,427185,422585,418610,415087,413363,411242,408904,402069,399515,399591
94305,Stanford,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3126165,3066422,3026675,3027608,3019486,2998860,2984613,2998430,3030080,3066040,3097474,3129042
94041,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2002999,1980717,1966720,1958748,1941116,1919630,1893316,1879153,1881599,1885763,1889901,1895779
90232,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1386376,1384518,1381521,1384017,1389709,1397310,1386004,1383312,1382468,1399583,1403987,1411835
94618,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,1532243,1529705,1533018,1534905,1532919,1540924,1570028,1596120,1616999,1614162,1611409,1617914
95066,Scotts Valley,"Santa Cruz-Watsonville, CA",Santa Cruz County,963290,969977,967069,971373,965273,965310,960298,955232,954061,956334,957891,956037
94502,Alameda,"San Francisco-Oakland-Berkeley, CA",Alameda County,959275,955917,958660,958782,958075,958259,966260,973730,981129,983646,983145,988208
93402,Los Osos,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,581700,580809,584010,587142,594202,595059,595014,596787,600885,604139,603487,602856
93728,Fresno,"Fresno, CA",Fresno County,183584,184351,185231,185399,185527,186134,188626,191389,193638,195031,195591,195656
91208,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1038746,1035800,1032982,1030020,1028173,1029115,1022573,1021510,1023362,1033972,1039770,1044679
93923,Carmel-by-the-Sea,"Salinas, CA",Monterey County,1757180,1770951,1780219,1781185,1775396,1769963,1732374,1700070,1667654,1676065,1682286,1693832
93648,Parlier,"Fresno, CA",Fresno County,186999,188436,190894,193123,193730,194697,196322,198746,199385,200232,200682,201359
95203,Stockton,"Stockton, CA",San Joaquin County,241971,241045,242629,243573,245260,245525,245929,246465,247106,246873,246038,246493
90248,Gardena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,586220,584287,582790,583169,583418,584534,583185,585363,589543,593357,596271,598041
93950,Pacific Grove,"Salinas, CA",Monterey County,979381,981454,981387,978378,972265,972753,965961,961432,954036,957193,960222,962430
95388,Winton,"Merced, CA",Merced County,216925,216770,217597,219338,221435,222792,222783,223282,223532,224275,224183,224331
95742,Rancho Cordova,"Sacramento-Roseville-Folsom, CA",Sacramento County,449882,449982,449831,451883,453830,455109,454668,453909,454618,455575,458697,461642
92617,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,624900,617306,613687,614454,618469,624684,638500,655127,671216,679047,678711,675300
91436,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1784278,1776010,1773050,1774349,1777841,1779657,1762709,1751263,1745224,1757205,1765030,1767902
90623,La Palma,"Los Angeles-Long Beach-Anaheim, CA",Orange County,743622,741966,743192,743791,745470,744947,744756,747251,752790,757865,759562,759896
95422,Clearlake,"Clearlake, CA",Lake County,158313,159001,159627,160150,161499,163707,167139,170456,172974,173200,173853,174621
93636,Madera,"Madera, CA",Madera County,359692,359749,359876,358888,359717,361735,363793,366544,369210,371124,372485,375238
94542,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,902327,898142,897068,895637,893261,893350,893976,894662,893434,893585,893573,898755
96021,Corning,"Red Bluff, CA",Tehama County,232677,233633,235228,237340,239473,240853,241412,241911,243135,245075,246881,248457
93221,Exeter,"Visalia, CA",Tulare County,234854,234748,234556,235428,236501,237231,235817,235168,235285,237518,237365,237531
94960,San Anselmo,"San Francisco-Oakland-Berkeley, CA",Marin County,1247245,1245161,1242073,1234602,1227158,1220551,1210035,1194098,1184266,1188013,1205889,1220649
95437,Fort Bragg,"Ukiah, CA",Mendocino County,447381,448848,445620,441328,436816,435663,433382,430176,427404,426014,422227,419302
94705,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,1700872,1698622,1698656,1697020,1689753,1694458,1723165,1753101,1774270,1770734,1763698,1771541
94612,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,663876,659304,657415,655494,654700,657280,662868,666077,667951,664117,661309,661026
96022,Cottonwood,"Red Bluff, CA",Tehama County,270631,271487,275891,281397,287076,289193,289760,290346,291938,293643,295424,296618
94019,Half Moon Bay,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1254449,1246195,1241171,1241676,1245020,1247274,1250866,1248070,1251519,1246114,1246850,1245872
92250,Holtville,"El Centro, CA",Imperial County,177085,176654,176430,176183,175825,175993,176492,176293,175324,175279,176319,178684
93723,Fresno,"Fresno, CA",Fresno County,357792,358444,359218,359033,358336,358166,359263,360368,360680,361239,361529,362259
91105,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1239425,1236671,1235101,1234875,1234424,1236743,1215958,1205775,1201501,1220204,1231601,1238172
90716,Hawaiian Gardens,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,422337,421965,420517,420029,421255,424469,428377,431789,434595,435071,436542,440466
95326,Hughson,"Modesto, CA",Stanislaus County,374892,374862,373755,376788,378172,379570,377743,378314,378502,381902,383205,385511
