ZIPCODE,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
94582,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1381604,1377522,1371036,1365138,1362118,1360386,1355621,1349447,1342921,1345993,1355614,1365597
95901,Marysville,"Yuba City, CA",Yuba County,249826,251039,252135,253140,254346,256956,258424,259796,259473,260971,263252,265887
95361,Oakdale,"Modesto, CA",Stanislaus County,389559,389970,389118,391693,392641,393654,391861,392569,392730,395795,396678,398714
92551,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,324343,325686,327464,328490,329022,329599,330097,330671,330279,332200,333163,336387
92602,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1084175,1078519,1074821,1072972,1073487,1072132,1074205,1078274,1085932,1089420,1086525,1081562
92103,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,727723,724638,723318,724306,723750,724220,727745,733469,738746,739560,738922,736898
91006,Arcadia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1021836,1016864,1010653,1007412,1006457,1007953,992734,983217,975336,982055,982612,984172
92311,Barstow,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,145726,146654,147428,147879,148603,149253,149542,149579,149861,150597,151766,152496
95660,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,257754,257567,257332,258552,260088,261675,262175,262668,263747,265592,268826,272210
91750,La Verne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,654285,652197,650991,649840,650330,652058,651311,651244,650922,653024,654602,657690
94114,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1878466,1879531,1867806,1858895,1859232,1867274,1864430,1865464,1870436,1893591,1901018,1916646
91768,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,441417,440646,439971,440638,442258,444937,445113,445747,447267,450598,453787,457239
95126,Buena Vista,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1106678,1090137,1078728,1071175,1061805,1050157,1037511,1026504,1026285,1023289,1025828,1027209
93710,Fresno,"Fresno, CA",Fresno County,265244,265777,266995,267664,266856,266496,267012,268330,268989,270304,271405,272313
91722,Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,502612,499696,496621,495594,495954,497305,494968,493645,493789,497275,500082,503095
96002,Redding,"Redding, CA",Shasta County,263217,264796,265079,265495,266942,270067,271910,272973,273714,274627,274648,274877
94534,Fairfield,"Vallejo, CA",Solano County,540866,537995,537113,538931,540116,540074,541676,543326,545246,546790,545457,542475
92301,Adelanto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,233445,234638,235892,236498,237585,237840,237916,237594,237711,238727,240068,241286
94063,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1248450,1243622,1241018,1236108,1227674,1216345,1212738,1205410,1202429,1191382,1186267,1183761
95842,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,284151,284370,284975,287292,290133,292195,293201,293607,294767,296507,299918,303304
94115,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1544914,1548628,1546068,1540038,1545278,1550972,1547187,1544172,1539258,1548509,1551172,1567496
91007,Arcadia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1059974,1052375,1044269,1039603,1038559,1038158,1023290,1014317,1008609,1016402,1017206,1019560
95358,Modesto,"Modesto, CA",Stanislaus County,285313,286018,285694,288409,289374,290902,289376,289582,289201,291694,293120,295325
94588,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,1093500,1086840,1085511,1084234,1079822,1074845,1072696,1068615,1064982,1058710,1055191,1057549
95219,Stockton,"Stockton, CA",San Joaquin County,383436,382864,384786,385053,386215,386974,386952,387281,386741,387173,387489,389331
93555,Ridgecrest,"Bakersfield, CA",Kern County,190906,191749,192052,191761,191997,192645,192361,192366,192208,193063,193865,194178
91206,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,838389,836678,835066,834433,835232,837625,833911,833189,834765,841550,845271,848598
90504,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,716695,713822,712411,711712,712678,713341,708650,707256,709154,715523,719251,722235
93618,Dinuba,"Visalia, CA",Tulare County,223744,223636,223446,223899,224900,225197,223514,223074,223951,226722,226788,226703
91754,Monterey Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,663021,660791,658336,657055,656639,658355,656363,658586,661468,667316,669154,670708
95682,Shingle Springs,"Sacramento-Roseville-Folsom, CA",El Dorado County,486431,489457,490634,487322,486474,485023,485975,485651,485643,486406,485858,484875
91107,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,944278,940699,935563,932989,931344,933008,926527,924585,924311,932032,936008,940328
92260,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,361971,363447,365883,367800,368887,369916,372865,375713,378141,378880,377916,378312
91915,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,524695,522563,521645,523547,524974,526978,529808,531815,532154,533049,535289,538399
90606,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,493635,491620,490589,490435,491436,492570,491354,490871,491800,495274,498309,501873
96001,Redding,"Redding, CA",Shasta County,274912,276390,277003,278437,281348,284743,286069,286141,287117,287152,286954,286589
93703,Fresno,"Fresno, CA",Fresno County,186958,188693,190691,191818,192224,192668,193967,195424,196158,196939,197353,197960
92220,Banning,"Riverside-San Bernardino-Ontario, CA",Riverside County,261985,263258,264409,265053,264803,264886,265487,266078,265801,265248,263908,264613
94102,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,886721,891056,890334,887332,889976,893263,886573,878315,873208,882251,889024,901573
94603,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,472956,472607,474344,475841,477256,479282,481636,482502,483843,484088,484912,486752
92203,Indio,"Riverside-San Bernardino-Ontario, CA",Riverside County,360024,361703,363995,365231,365619,366230,367944,369411,369754,370543,370331,372111
94545,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,699372,696282,697567,699452,698667,696239,692420,688888,685266,683991,682690,685831
95348,Merced,"Merced, CA",Merced County,276715,275714,274833,276037,276931,277355,276376,275740,274780,274608,274383,274727
92231,Calexico,"El Centro, CA",Imperial County,219538,218867,219021,221001,222863,224557,225667,226094,224178,222799,222522,224996
90222,Compton,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,393356,392767,392137,392695,393682,395127,394865,395680,398252,402256,406094,408500
95118,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1210031,1189057,1170832,1160738,1152615,1140714,1130004,1120719,1122866,1118836,1118625,1118851
93001,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,688969,690086,691434,694584,697251,695969,688535,686864,688499,696386,697138,700126
92058,Oceanside,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,468973,467775,468995,473103,475503,476752,477571,477301,476526,475914,477579,480085
91773,San Dimas,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,623925,621535,619809,618494,618737,620413,620377,621488,622590,625440,626717,629042
91423,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1122634,1120353,1117632,1119385,1120789,1123137,1115029,1112911,1113386,1121865,1124602,1129547
91791,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,635357,633573,632444,631309,631351,630710,627030,625508,625986,629734,631933,634197
92124,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,623217,620594,621397,625333,628144,631132,635009,638966,640638,642075,644198,647154
93654,Reedley,"Fresno, CA",Fresno County,234030,234821,236397,237152,237400,237473,238648,240066,240775,241546,241520,241799
95482,Ukiah,"Ukiah, CA",Mendocino County,409926,411709,408293,404013,399321,398502,397881,396979,395871,394936,391113,388038
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,856295,855706,858906,864469,871694,879075,882171,887278,895091,905510,916247,924926
91941,La Mesa,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,604893,602278,601914,603975,605664,608192,612020,615716,617516,618201,619456,620939
90601,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,567451,565937,564126,563451,563668,564276,561707,561865,563482,568370,571008,574108
94132,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1325294,1325107,1321181,1318418,1322487,1327968,1320598,1312093,1298256,1302981,1303498,1315694
93422,Atascadero,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,530331,528864,529728,532875,539641,540301,536573,535303,537255,540689,540728,540032
95341,Merced,"Merced, CA",Merced County,216321,217411,218917,220939,222441,223346,223104,223133,222768,223273,223266,223903
93561,Tehachapi,"Bakersfield, CA",Kern County,273527,275865,277296,277379,277671,278318,277738,277924,277753,278615,279493,280212
93725,Fresno,"Fresno, CA",Fresno County,206053,207257,209504,210430,210344,210342,212641,215328,216650,216871,216524,216256
94941,Mill Valley,"San Francisco-Oakland-Berkeley, CA",Marin County,1597467,1594834,1592743,1587248,1588347,1595231,1594123,1588300,1581236,1585733,1592403,1593987
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,840210,837935,834247,834100,836607,840914,833390,830382,831214,841415,848352,853324
95242,Lodi,"Stockton, CA",San Joaquin County,402466,400368,401503,401354,402242,402502,402712,403154,402688,402046,401798,403288
95377,Tracy,"Stockton, CA",San Joaquin County,544388,543264,546478,546409,547463,546673,544852,542946,540284,539459,539207,541660
91324,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,638221,635526,633212,632223,633157,635413,633133,633214,633517,638726,641676,646855
90807,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,652089,649338,645706,644645,644597,646090,642040,641138,642932,648735,652829,655826
94610,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,1238934,1237588,1240439,1244705,1249101,1257534,1283220,1298873,1311810,1296228,1286852,1288042
95131,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1100010,1081779,1070424,1064740,1057544,1042485,1029617,1020297,1023153,1021005,1021237,1020569
90230,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,992120,988394,984699,984164,984650,987837,981589,981628,983150,993075,996048,1000625
94801,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,608062,609312,609712,609036,610004,611441,607736,600767,591674,586321,582836,582874
93101,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,934538,930836,921527,916032,912724,913073,907908,905776,901638,907750,909933,917107
95662,Orangevale,"Sacramento-Roseville-Folsom, CA",Sacramento County,388874,388983,388653,390339,392279,393854,393924,394318,395824,398062,401707,404795
91303,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,542667,539880,537407,537395,538718,541189,541022,541531,542702,546747,550353,554344
91214,La Crescenta-Montrose,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,876866,872644,867626,865181,866524,870506,867059,864383,864953,872247,877556,882879
95070,Saratoga,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2840641,2798974,2772818,2764352,2755630,2737979,2716660,2701521,2712329,2714642,2719570,2718959
93955,Seaside,"Salinas, CA",Monterey County,563453,566813,568537,569089,567215,567543,564711,564173,562382,563472,563401,563519
92679,Coto de Caza,"Los Angeles-Long Beach-Anaheim, CA",Orange County,950619,947454,945760,943880,942775,939857,938259,938531,943552,947126,947310,944743
91604,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1371454,1369337,1365495,1361873,1358324,1360699,1347599,1343638,1339479,1351683,1355754,1361746
95661,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,489222,490802,490559,490591,492055,492257,490965,490302,491821,493016,495078,498388
91731,El Monte,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,527927,521441,516393,515088,515450,514473,508290,504673,503409,506214,507304,509626
94608,Emeryville,"San Francisco-Oakland-Berkeley, CA",Alameda County,706233,702329,701147,700204,701485,703276,708902,710618,715104,714935,716515,720781
90712,Lakewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,584103,581284,578308,577347,577503,578877,577589,577872,579554,583656,586990,590569
92604,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,813028,809661,807424,805864,806438,804732,805379,807146,812232,815028,813967,811911
91505,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,818054,815534,812187,809252,809916,812173,812515,815049,818100,824006,825532,829284
93940,Monterey,"Salinas, CA",Monterey County,834394,837527,836688,833153,826704,824188,818505,817231,813093,815409,815334,816471
92123,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,593878,590999,591286,595655,599186,600981,602959,604480,605234,606662,609176,613172
91607,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,922620,918476,915266,915119,915491,917534,914551,916250,918210,924598,926509,931277
92405,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,266930,268016,269785,271124,272944,273867,274452,275822,277041,278795,279903,281112
94589,Vallejo,"Vallejo, CA",Solano County,399288,398238,398984,401208,402839,403360,404778,405871,406945,407670,406669,404525
92316,Bloomington,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,341955,342794,344212,345103,346482,346761,346043,346036,347147,349874,352407,354694
93662,Selma,"Fresno, CA",Fresno County,227517,228800,230841,232100,232474,232984,234462,236579,237298,237959,237671,237635
90028,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,865229,861727,856618,854131,852647,852787,847192,845928,847616,855738,859466,862360
93405,San Luis Obispo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,731859,731766,736393,739308,743372,741471,734373,733805,735289,740057,739555,739474
93105,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1204693,1204283,1199628,1195878,1190304,1187661,1182655,1186237,1187212,1195429,1199729,1208380
90803,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,968042,967214,968847,970719,973227,978140,975679,977863,977777,982862,981291,981250
94602,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,943152,940971,944061,947193,949022,951171,959517,965894,975513,970048,966670,966093
94598,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1047154,1044836,1039460,1037765,1034101,1030926,1011405,996899,979900,986903,996462,1011628
94103,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1003548,1011317,1013166,1010514,1012121,1014262,1010403,1005309,1002645,1010886,1016311,1027811
92394,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,255416,256310,257700,258876,260542,261186,261281,261299,261718,262900,264125,265445
94549,Lafayette,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1299510,1292285,1284296,1282915,1283004,1286567,1286138,1287472,1284871,1288943,1298875,1309479
91356,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,980383,976108,972765,971701,971283,972212,965059,962913,962087,968247,969588,973630
96080,Red Bluff,"Red Bluff, CA",Tehama County,242097,242774,244041,246488,248760,250418,251229,252289,254223,256609,259029,261178
91792,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,545618,543223,540708,540135,541891,543850,542065,540830,541060,543551,544673,546486
92116,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,602604,600889,602169,605146,606623,607239,610998,616716,621526,622845,623392,623684
92081,Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,553521,551100,550817,553361,554732,556381,558410,560019,560313,560815,563016,565589
92673,San Clemente,"Los Angeles-Long Beach-Anaheim, CA",Orange County,986394,983640,983718,983695,985611,986000,989442,993210,1000250,1003392,1001571,998157
94526,Danville,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1266029,1259263,1250602,1244071,1239961,1237412,1231353,1224083,1212783,1210790,1214691,1222310
